"address","lon","lat","as.character.d.display_name.","elapsed_time"
" Feszty Árpád utca Budapest I. kerület",19.0271853,47.4981961,"Feszty Árpád utca, Vérmezo, Krisztinaváros, I. kerület, Budapest, Közép-Magyarország, 1012, Magyarország",0.651837110519409
" Belmont Ház Budapest XI. kerület",NA,NA,NA,0.378590106964111
" Paskal Garden Budapest XIV. kerület",19.1252723,47.5211894,"Paskál lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.348008155822754
" Budai Walzer I. ütem Budapest XI. kerület",NA,NA,NA,0.8924720287323
" Budai Walzer I. ütem Budapest XI. kerület",NA,NA,NA,0.549582004547119
" Öv utca 137. Budapest XIV. kerület",19.1217042,47.5308632,"Öv utca, Porcelán lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1147, Magyarország",0.542259931564331
" Bíbor utca 10-12 Budapest XIV. kerület",19.1170031,47.502582,"Bíbor utca, Törökor, XIV. kerület, Budapest, Közép-Magyarország, 1149, Magyarország",0.351958990097046
" K38 Otthonok Budapest XIII. kerület",NA,NA,NA,0.406332969665527
" Metropolitan Garden Budapest XIII. kerület",NA,NA,NA,0.418941020965576
" Kassák Passage Budapest XIII. kerület",19.0698248,47.5293935,"Kassák Lajos utca, Loportárdulo, Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1134, Magyarország",0.519222974777222
" Paskal Rose Budapest XIV. kerület",19.125098604848,47.52414235,"Paskál Rose, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.530078172683716
" K38 Otthonok Budapest XIII. kerület",NA,NA,NA,0.448590040206909
" Lovag utca 12. Budapest VI. kerület",19.0576665715065,47.506881,"12, Lovag utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1065, Magyarország",0.553903818130493
" Park West Budapest XIII. kerület",19.07296515,47.5447878,"Angyalföld, XIII. kerület, Budapest, Közép-Magyarország, 1138, Magyarország",0.501147985458374
" Paskal Garden Budapest XIV. kerület",19.1252723,47.5211894,"Paskál lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.387087106704712
" Paskal Garden Budapest XIV. kerület",19.1252723,47.5211894,"Paskál lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.488306045532227
" Paskal Rose Budapest XIV. kerület",19.125098604848,47.52414235,"Paskál Rose, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1141, Magyarország",0.526349067687988
" Öv utca 137. Budapest XIV. kerület",19.1217042,47.5308632,"Öv utca, Porcelán lakópark, Alsórákos, XIV. kerület, Budapest, Közép-Magyarország, 1147, Magyarország",0.438820123672485
" Ráday utca Budapest IX. kerület",19.0645518,47.4854854,"Ráday utca, Belso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1092, Magyarország",0.558902978897095
" Lenhossék utca Budapest IX. kerület",19.0784325,47.4791101,"Lenhossék utca, Középso-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1094, Magyarország",0.427078008651733
